Incident Date,Incident Time,Incident Year,Incident Day of Week,Incident ID,Incident Number,Incident Category,Incident Subcategory,Incident Description,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude
12/8/24,20:30,2024,Sunday,1445927,240759132,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",NEW MONTGOMERY ST \ STEVENSON ST,Central,Financial District/South Beach,37.78826904,-122.4015121
12/8/24,23:42,2024,Sunday,1445929,240759182,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",20TH ST \ MISSION ST,Mission,Mission,37.75863266,-122.4190521
12/8/24,1:30,2024,Sunday,1445931,240757631,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $200-$950 (other than Pickpocket)",CLARION ALY \ MISSION ST,Mission,Mission,37.76305008,-122.4194794
12/8/24,20:48,2024,Sunday,1445934,240759176,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",DIVISADERO ST \ EDDY ST,Northern,Western Addition,37.78059006,-122.4389267
12/8/24,11:00,2024,Sunday,1445936,240759217,Assault,Simple Assault,Battery,EDDY ST \ LEAVENWORTH ST,Tenderloin,Tenderloin,37.78372192,-122.414238
12/1/24,19:16,2024,Sunday,1445969,246157033,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",04TH ST \ BLUXOME ST,Southern,South of Market,37.77769852,-122.3957443
12/8/24,11:00,2024,Sunday,1445975,246157312,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",25TH AVE \ ANZA ST,Richmond,Outer Richmond,37.77816772,-122.4845963
12/8/24,20:00,2024,Sunday,1445984,240759308,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",08TH ST \ HARRISON ST,Southern,South of Market,37.77375793,-122.4085159
12/8/24,22:00,2024,Sunday,1445988,240759477,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",03RD ST \ KEITH ST,Bayview,Bayview Hunters Point,37.71808624,-122.3983459
12/8/24,18:00,2024,Sunday,1445996,240759483,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",03RD ST \ MENDELL ST \ PALOU AVE,Bayview,Bayview Hunters Point,37.7340126,-122.3909683
12/8/24,12:00,2024,Sunday,1446025,240759728,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",06TH ST \ TEHAMA ST,Southern,South of Market,37.77931595,-122.4066315
12/8/24,22:40,2024,Sunday,1446028,240759900,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",30TH AVE \ JUDAH ST,Taraval,Sunset/Parkside,37.76118088,-122.4887772
12/8/24,20:30,2024,Sunday,1446037,240759944,Larceny Theft,Larceny - Auto Parts,"Theft, Vehicle Strip, >$950",ARLINGTON ST \ HIGHLAND AVE,Ingleside,Glen Park,37.73775482,-122.4255066
12/8/24,14:15,2024,Sunday,1446048,240760076,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",20TH AVE \ EUCALYPTUS DR,Taraval,Lakeshore,37.73110199,-122.4759293
12/8/24,19:00,2024,Sunday,1446061,240759455,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",ELLIS ST \ VAN NESS AVE,Northern,Western Addition,37.78382492,-122.4210052
12/8/24,21:00,2024,Sunday,1446073,240760270,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",FRANCISCO ST \ MASON ST,Central,North Beach,37.80468369,-122.4134293
12/8/24,21:00,2024,Sunday,1446078,240760361,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",04TH AVE \ CLEMENT ST,Richmond,Inner Richmond,37.78303909,-122.4622803
11/17/24,12:06,2024,Sunday,1446097,246157544,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",CHESTNUT ST \ STEINER ST,Northern,Marina,37.80060959,-122.4378891
12/8/24,20:00,2024,Sunday,1446125,240759966,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",BANBURY DR \ DENSLOWE DR,Taraval,West of Twin Peaks,37.71981049,-122.4742889
12/8/24,19:30,2024,Sunday,1446128,240760515,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",EDDY ST \ WEBSTER ST,Northern,Western Addition,37.78164673,-122.4306107
12/8/24,17:50,2024,Sunday,1446146,240760747,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",CHURCH ST \ HERMANN ST,Park,Hayes Valley,37.77035141,-122.4292221
12/15/24,0:01,2024,Sunday,1447500,240771863,Assault,Simple Assault,Battery,LAGUNA ST \ UNION ST,Northern,Marina,37.79771805,-122.4305573
12/15/24,1:19,2024,Sunday,1447501,240771829,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",14TH ST \ HARRISON ST,Mission,Mission,37.76867294,-122.4133987
12/15/24,1:50,2024,Sunday,1447502,240771910,Assault,Simple Assault,Battery,BAY ST \ MASON ST,Central,North Beach,37.80561829,-122.4136047
12/15/24,1:18,2024,Sunday,1447508,240771857,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",BEACH ST \ TAYLOR ST,Central,North Beach,37.80727768,-122.4156189
12/15/24,1:18,2024,Sunday,1447508,240771857,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",BEACH ST \ TAYLOR ST,Central,North Beach,37.80727768,-122.4156189
12/15/24,2:12,2024,Sunday,1447510,240771948,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",AMAZON AVE \ MISSION ST,Ingleside,Excelsior,37.71724319,-122.4404144
12/15/24,1:45,2024,Sunday,1447514,240771960,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",HAWES ST \ PALOU AVE,Bayview,Bayview Hunters Point,37.72867966,-122.3815613
12/15/24,1:45,2024,Sunday,1447514,240771960,Assault,Simple Assault,Battery with Serious Injuries,HAWES ST \ PALOU AVE,Bayview,Bayview Hunters Point,37.72867966,-122.3815613
12/15/24,3:20,2024,Sunday,1447519,240772021,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",FRIDA KAHLO WAY \ GENEVA AVE \ OCEAN AVE,Taraval,West of Twin Peaks,37.72307968,-122.4523315
12/15/24,2:45,2024,Sunday,1447521,240771998,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",FERN ST \ POLK ST,Northern,Nob Hill,37.78822327,-122.4202118
12/15/24,0:50,2024,Sunday,1447526,240771807,Larceny Theft,Larceny Theft - Other,"Theft, From Person, Att. (other than Pickpocket)",CLAY ST \ SPOFFORD ST,Central,Chinatown,37.79413605,-122.4072952
12/15/24,4:30,2024,Sunday,1447533,240772093,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",ROBBLEE AVE \ THOMAS AVE,Bayview,Bayview Hunters Point,37.73528671,-122.39991
12/15/24,4:33,2024,Sunday,1447535,240772106,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",HAYES ST \ VAN NESS AVE,Northern,Tenderloin,37.77729797,-122.419693
12/15/24,5:32,2024,Sunday,1447536,240772112,Burglary,Burglary - Other,"Burglary, Other Bldg., Att. Forcible Entry",MARKET ST \ MASON ST \ TURK ST,Tenderloin,South of Market,37.78328705,-122.4089508
11/24/24,20:30,2024,Sunday,1447537,246160020,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",ALEMANY BLVD \ NAGLEE AVE,Ingleside,Outer Mission,37.71388626,-122.4489517
11/24/24,8:30,2024,Sunday,1447553,246160008,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CAPISTRANO AVE \ SAN GABRIEL AVE,Ingleside,Outer Mission,37.72927094,-122.437706
12/8/24,17:00,2024,Sunday,1447554,246160064,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",BERTITA ST \ SENECA AVE,Ingleside,Outer Mission,37.71828842,-122.4408875
12/15/24,6:46,2024,Sunday,1447564,240772134,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, $50-$200",NORTH POINT ST \ POWELL ST,Central,North Beach,37.80675888,-122.4121399
12/15/24,7:40,2024,Sunday,1447566,240772184,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",18TH ST \ CASTRO ST,Mission,Castro/Upper Market,37.76088715,-122.4349976
12/15/24,1:00,2024,Sunday,1447567,240772247,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",BAY SHORE BLVD \ SUNNYDALE AVE,Ingleside,Bayview Hunters Point,37.70885468,-122.4051132
12/15/24,0:00,2024,Sunday,1447586,240772407,Malicious Mischief,Vandalism,"Malicious Mischief, Graffiti, Real or Personal Property",ALABAMA ST \ ESMERALDA AVE \ WALTHAM ST,Ingleside,Bernal Heights,37.74374771,-122.4103394
12/15/24,9:00,2024,Sunday,1447591,240772463,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",VAN NESS AVE \ WILLOW ST,Northern,Western Addition,37.7833519,-122.4209747
12/15/24,22:33,2024,Sunday,1447695,240773449,Assault,Simple Assault,Battery,06TH ST \ MISSION ST,Tenderloin,South of Market,37.78097153,-122.4087067
12/15/24,12:45,2024,Sunday,1447600,240772598,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",GEARY BLVD \ GOUGH ST \ PETER YORKE WAY \ STARR KING WAY,Northern,Western Addition,37.78533554,-122.4246902
12/15/24,13:32,2024,Sunday,1447603,240772617,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",GREAT HWY \ JOHN F KENNEDY DR,Richmond,Golden Gate Park,37.77043533,-122.5109253
12/15/24,0:45,2024,Sunday,1447605,240772639,Malicious Mischief,Vandalism,"Malicious Mischief, Tire Slashing",33RD AVE \ VICENTE ST,Taraval,Sunset/Parkside,37.73866272,-122.4904327
12/15/24,13:03,2024,Sunday,1447617,240772582,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",ATHENS ST \ RUSSIA AVE,Ingleside,Excelsior,37.71852875,-122.4307785
12/15/24,12:30,2024,Sunday,1447618,240772548,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",JONES ST \ STEVELOE PL,Tenderloin,Tenderloin,37.78535461,-122.4128799
12/8/24,10:00,2024,Sunday,1447621,240772849,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",DARIEN WAY \ SAN ALESO AVE,Ingleside,West of Twin Peaks,37.7317543,-122.4650421
12/15/24,14:38,2024,Sunday,1447623,240772714,Burglary,Burglary - Other,"Burglary, Other Bldg., Att. Forcible Entry",COLUMBUS AVE \ GREEN ST \ STOCKTON ST,Central,Chinatown,37.79948807,-122.4090118
12/15/24,15:59,2024,Sunday,1447631,240770354,Burglary,Burglary - Residential,"Burglary, Residence Under Constr, Forcible Entry",APTOS AVE \ DARIEN WAY,Taraval,West of Twin Peaks,37.73205185,-122.466095
12/15/24,2:30,2024,Sunday,1447632,240772924,Assault,Simple Assault,Battery,KINGSTON ST \ MISSION ST,Mission,Bernal Heights,37.74176025,-122.4223633
12/15/24,15:07,2024,Sunday,1447637,240772792,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",GODEUS ST \ MISSION ST,Ingleside,Bernal Heights,37.74282074,-122.4216766
12/15/24,15:07,2024,Sunday,1447637,240772792,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",GODEUS ST \ MISSION ST,Ingleside,Bernal Heights,37.74282074,-122.4216766
12/15/24,14:01,2024,Sunday,1447639,240772827,Malicious Mischief,Vandalism,"Malicious Mischief, Adult Suspect",16TH ST \ SOUTH VAN NESS AVE,Mission,Mission,37.7651825,-122.4174881
12/15/24,15:50,2024,Sunday,1447641,240772899,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",17TH ST \ UTAH ST,Mission,Mission,37.76454926,-122.4064255
12/15/24,15:50,2024,Sunday,1447641,240772899,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",17TH ST \ UTAH ST,Mission,Mission,37.76454926,-122.4064255
12/15/24,13:00,2024,Sunday,1447642,240772980,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",BAY ST \ THE EMBARCADERO,Central,North Beach,37.80667496,-122.4056625
12/15/24,15:16,2024,Sunday,1447643,240772952,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",04TH ST \ BLUXOME ST,Southern,South of Market,37.77769852,-122.3957443
12/15/24,16:30,2024,Sunday,1447646,240773057,Assault,Simple Assault,Battery,03RD ST \ 18TH ST,Bayview,Potrero Hill,37.76305008,-122.3887405
12/15/24,14:14,2024,Sunday,1447655,240773148,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",MINNA ST \ NEW MONTGOMERY ST,Southern,Financial District/South Beach,37.78701019,-122.3999786
12/15/24,17:40,2024,Sunday,1447662,240773198,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",DIVISADERO ST \ GEARY BLVD,Northern,Japantown,37.78330994,-122.4394836
12/15/24,12:30,2024,Sunday,1447665,240772548,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",JONES ST \ STEVELOE PL,Tenderloin,Tenderloin,37.78535461,-122.4128799
12/15/24,19:04,2024,Sunday,1447666,240773201,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",DIVISADERO ST \ OFARRELL ST,Northern,Western Addition,37.78245163,-122.4393005
12/15/24,15:59,2024,Sunday,1447672,240773314,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",ANKENY ST \ DELTA ST,Ingleside,Portola,37.71975327,-122.4064331
12/15/24,14:00,2024,Sunday,1447674,240773320,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",BAY SHORE BLVD \ WATERLOO ST,Bayview,Bernal Heights,37.73923492,-122.406929
12/15/24,18:00,2024,Sunday,1447675,240773342,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",GREAT HWY \ SLOAT BLVD,Taraval,Lakeshore,37.73546982,-122.5067139
12/15/24,19:29,2024,Sunday,1447677,240773251,Burglary,Burglary - Residential,"Burglary, Residence, Att. Forcible Entry",WELSH ST \ ZOE ST,Southern,South of Market,37.78009796,-122.3963089
12/15/24,20:42,2024,Sunday,1447688,240771443,Assault,Simple Assault,Battery,03RD ST \ HOLLISTER AVE,Bayview,Bayview Hunters Point,37.72171402,-122.3959427
12/15/24,23:45,2024,Sunday,1447698,240773502,Malicious Mischief,Other,"Fire Alarm, False",NEPTUNE ST \ WILLIAMS AVE,Bayview,Bayview Hunters Point,37.72990799,-122.3971786
12/15/24,23:00,2024,Sunday,1447700,240773499,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",09TH ST \ JESSIE ST,Tenderloin,South of Market,37.77671814,-122.4153214
12/15/24,20:20,2024,Sunday,1447701,240773358,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Forcible Entry",PLUM ST \ SOUTH VAN NESS AVE,Southern,Mission,37.77087784,-122.4180298
12/15/24,3:37,2024,Sunday,1447702,240772071,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",MADRID ST \ PERSIA AVE,Ingleside,Excelsior,37.72161865,-122.4328079
12/15/24,21:05,2024,Sunday,1447713,240773370,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",FRANKLIN ST \ PETER YORKE WAY \ POST ST,Northern,Western Addition,37.78640366,-122.4232101
12/15/24,21:05,2024,Sunday,1447713,240773370,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",FRANKLIN ST \ PETER YORKE WAY \ POST ST,Northern,Western Addition,37.78640366,-122.4232101
12/15/24,23:25,2024,Sunday,1447720,240773524,Assault,Simple Assault,Battery,HAIGHT ST \ WEBSTER ST,Northern,Hayes Valley,37.77231598,-122.4288025
12/15/24,16:30,2024,Sunday,1447728,246160672,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",16TH ST \ VALENCIA ST,Mission,Mission,37.76491928,-122.4218903
12/15/24,13:00,2024,Sunday,1447740,246160616,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",AVERY ST \ GEARY BLVD,Northern,Japantown,37.78441238,-122.4337769
12/15/24,0:00,2024,Sunday,1447749,246160575,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",FILLMORE ST \ MOULTON ST,Northern,Marina,37.7994194,-122.4359589
12/15/24,1:00,2024,Sunday,1447755,246160531,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",FILLMORE ST \ LOMBARD ST,Northern,Marina,37.79984283,-122.4360428
12/15/24,18:00,2024,Sunday,1447764,240773762,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",23RD ST \ FLORIDA ST,Mission,Mission,37.75434113,-122.4102173
12/15/24,17:00,2024,Sunday,1447766,240773819,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",18TH ST \ SOUTH VAN NESS AVE,Mission,Mission,37.76196671,-122.4171753
12/15/24,22:30,2024,Sunday,1447774,240773938,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",LYON ST \ MCALLISTER ST,Northern,Lone Mountain/USF,37.77716446,-122.4433212
12/15/24,18:00,2024,Sunday,1447781,240774061,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",CORBETT AVE \ GRAYSTONE TER,Park,Twin Peaks,37.75623322,-122.4432755
12/15/24,16:00,2024,Sunday,1447789,240774083,Assault,Simple Assault,Battery,FILLMORE ST \ GOLDEN GATE AVE,Northern,Western Addition,37.7795639,-122.4319534
12/15/24,9:00,2024,Sunday,1447790,240774152,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",20TH ST \ CASTRO ST,Mission,Castro/Upper Market,37.75768661,-122.4347
12/15/24,23:00,2024,Sunday,1447791,240774077,Burglary,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",15TH ST \ NOE ST,Park,Castro/Upper Market,37.76586151,-122.4332581
12/15/24,13:41,2024,Sunday,1447797,240774221,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",GEARY ST \ MARKET ST,Central,Financial District/South Beach,37.78811264,-122.402916
12/15/24,1:30,2024,Sunday,1447807,240774180,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",CHESTNUT ST \ RICHARDSON AVE,Northern,Marina,37.79957962,-122.4459686
12/15/24,13:30,2024,Sunday,1447813,240774362,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",HIGHLAND AVE \ LEESE ST \ MISSION ST,Ingleside,Bernal Heights,37.73740768,-122.4240417
12/15/24,21:00,2024,Sunday,1447814,240774384,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",CAMBRIDGE ST \ SILLIMAN ST,Bayview,Excelsior,37.7276268,-122.4188995
12/15/24,0:30,2024,Sunday,1447861,246160553,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",FILBERT ST \ FILLMORE ST,Northern,Marina,37.79801941,-122.4356766
12/15/24,10:41,2024,Sunday,1447871,240773847,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",BATTERY ST \ VALLEJO ST,Central,Financial District/South Beach,37.79953003,-122.4012375
12/15/24,21:00,2024,Sunday,1447879,240774867,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",CAMBRIDGE ST \ WAYLAND ST,Bayview,McLaren Park,37.7228241,-122.4169159
12/15/24,21:50,2024,Sunday,1447880,240774839,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",LOUISBURG ST \ NIAGARA AVE,Ingleside,Oceanview/Merced/Ingleside,37.72048187,-122.4501038
12/1/24,15:00,2024,Sunday,1447886,240774942,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",WILLARD ST \ WOODLAND AVE,Park,Inner Sunset,37.76187897,-122.453743
12/15/24,19:00,2024,Sunday,1447897,240774356,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",04TH ST \ TOWNSEND ST,Southern,South of Market,37.77708817,-122.3949814
12/15/24,15:00,2024,Sunday,1447898,240775019,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",DARTMOUTH ST \ MANSELL ST,Bayview,McLaren Park,37.71958542,-122.4090195
12/15/24,7:30,2024,Sunday,1447899,240775047,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",OCTAVIA ST \ SUTTER ST,Ingleside,Japantown,37.78692627,-122.4266663
12/15/24,21:00,2024,Sunday,1447903,240775069,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",GOLDEN GATE AVE \ WEBSTER ST,Northern,Western Addition,37.77978134,-122.4302368
12/15/24,9:00,2024,Sunday,1447908,240774964,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",CARROLL AVE \ KEITH ST,Bayview,Bayview Hunters Point,37.72497177,-122.3933563
12/8/24,14:00,2024,Sunday,1447920,240775263,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $50-$200",FILLMORE ST \ OFARRELL ST,Northern,Western Addition,37.78329086,-122.4327087
12/15/24,17:30,2024,Sunday,1447945,240773132,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $200-$950",OFARRELL ST \ POWELL ST,Central,Tenderloin,37.78641129,-122.4080353
12/15/24,17:00,2024,Sunday,1447980,240775796,Burglary,Burglary - Residential,"Burglary, Hotel Room, Unlawful Entry",OFARRELL ST \ SHANNON ST,Tenderloin,Tenderloin,37.78589249,-122.4121475
12/15/24,1:20,2024,Sunday,1448000,246160763,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",FILLMORE ST \ GREENWICH ST,Northern,Marina,37.7989502,-122.4358673
12/15/24,17:50,2024,Sunday,1448007,246160779,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",DIVISADERO ST \ GEARY BLVD,Northern,Japantown,37.78330994,-122.4394836
12/1/24,16:00,2024,Sunday,1448019,246161103,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",08TH ST \ HARRISON ST,Southern,South of Market,37.77375793,-122.4085159
12/1/24,14:00,2024,Sunday,1448021,246160882,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",BRANNAN ST \ DELANCEY ST,Southern,Financial District/South Beach,37.78360748,-122.3898468
12/8/24,20:00,2024,Sunday,1448031,240756949,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",01ST ST \ FOLSOM ST,Southern,Financial District/South Beach,37.78730011,-122.3944778
12/15/24,6:39,2024,Sunday,1448072,240776409,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",18TH ST \ DIAMOND ST,Mission,Castro/Upper Market,37.76075745,-122.4371872
12/15/24,20:00,2024,Sunday,1448073,240776443,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",JEFFERSON ST \ TAYLOR ST,Central,North Beach,37.80821228,-122.415802
11/3/24,15:00,2024,Sunday,1448113,240776750,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",DAVIS ST \ WASHINGTON ST,Central,Financial District/South Beach,37.79618454,-122.3981552
11/3/24,15:00,2024,Sunday,1448113,240776750,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",DAVIS ST \ WASHINGTON ST,Central,Financial District/South Beach,37.79618454,-122.3981552
12/15/24,20:23,2024,Sunday,1448143,246160729,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",ALOHA AVE \ FUNSTON AVE,Taraval,Inner Sunset,37.75752258,-122.4701538
12/15/24,16:00,2024,Sunday,1448145,246160791,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",SUTTER ST \ WEBSTER ST,Northern,Japantown,37.78630447,-122.4315491
12/15/24,17:52,2024,Sunday,1448147,246160945,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",FILLMORE ST \ PINE ST,Northern,Pacific Heights,37.78794861,-122.4336472
12/15/24,16:00,2024,Sunday,1448149,246161197,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",09TH ST \ CLEMENTINA ST,Southern,South of Market,37.77420044,-122.4121704
12/15/24,12:26,2024,Sunday,1448150,246160804,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",GEARY BLVD \ WEBSTER ST,Northern,Japantown,37.78456879,-122.4312057
12/8/24,11:10,2024,Sunday,1448157,246160713,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",CHUMASERO DR \ GALINDO AVE,Taraval,Lakeshore,37.71367264,-122.4731369
12/15/24,20:00,2024,Sunday,1448182,240777275,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",ARELIOUS WALKER DR \ SHAFTER AVE,Bayview,Bayview Hunters Point,37.72467804,-122.379509
12/15/24,0:30,2024,Sunday,1448271,246161363,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",25TH ST \ ILLINOIS ST,Bayview,Potrero Hill,37.75289154,-122.3868103
12/15/24,16:05,2024,Sunday,1448275,246161341,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",20TH ST \ INDIANA ST,Bayview,Potrero Hill,37.76036072,-122.3914185
12/15/24,6:39,2024,Sunday,1448285,240776409,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",18TH ST \ DIAMOND ST,Mission,Castro/Upper Market,37.76075745,-122.4371872
12/15/24,23:30,2024,Sunday,1448365,246161244,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",22ND ST \ TREAT AVE,Mission,Mission,37.75576401,-122.4132919
12/15/24,22:00,2024,Sunday,1448416,240779544,Burglary,Burglary - Residential,"Burglary, Residence, Att. Forcible Entry",14TH ST \ DIVISADERO ST,Park,Castro/Upper Market,37.76727295,-122.4364777
12/15/24,17:00,2024,Sunday,1448470,240779986,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",BROADWAY \ SANSOME ST,Central,Financial District/South Beach,37.7984314,-122.4022293
12/15/24,19:00,2024,Sunday,1448635,246161658,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",GRACE ST \ HOWARD ST,Southern,South of Market,37.77437973,-122.4139404
12/15/24,10:59,2024,Sunday,1448650,246161705,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",09TH ST \ BRANNAN ST,Southern,South of Market,37.77005005,-122.4069977
12/1/24,15:00,2024,Sunday,1448859,246154960,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",02ND ST \ BRANNAN ST,Southern,Financial District/South Beach,37.78184509,-122.3920746
12/1/24,0:01,2024,Sunday,1448993,240784004,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",CENTRAL AVE \ HAIGHT ST,Park,Haight Ashbury,37.7704277,-122.4436493
12/15/24,0:00,2024,Sunday,1449015,246161874,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",HOLLOWAY AVE \ VARELA AVE,Taraval,Lakeshore,37.72077942,-122.4760666
11/10/24,14:23,2024,Sunday,1449030,240784264,Larceny Theft,Larceny Theft - Other,Theft of Computers or Cell Phones,14TH ST \ HARRISON ST,Mission,Mission,37.76867294,-122.4133987
11/10/24,14:23,2024,Sunday,1449030,240784264,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",14TH ST \ HARRISON ST,Mission,Mission,37.76867294,-122.4133987
