Incident Date,Incident Time,Incident Year,Incident Day of Week,Incident ID,Incident Number,Incident Category,Incident Subcategory,Incident Description,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude
4/6/24,1:18,2024,Saturday,1379933,240216176,Assault,Simple Assault,Battery,18TH ST \ CASTRO ST,Mission,Castro/Upper Market,37.76088715,-122.4349976
6/29/24,19:29,2024,Saturday,1403781,240414972,Assault,Simple Assault,Battery,25TH ST \ CASTRO ST,Mission,Noe Valley,37.74969482,-122.4339294
8/16/24,21:35,2024,Friday,1415580,240514594,Assault,Simple Assault,Battery,LEAVENWORTH ST \ OFARRELL ST,Tenderloin,Tenderloin,37.7855835,-122.4146194
8/6/24,16:40,2024,Tuesday,1412939,240491390,Assault,Simple Assault,Battery,16TH ST \ WIESE ST,Mission,Mission,37.7650032,-122.4204788
8/31/24,14:50,2024,Saturday,1420009,240547432,Assault,Simple Assault,Battery,OLIVE ST \ POLK ST,Northern,Tenderloin,37.78450012,-122.4194565
7/10/24,8:40,2024,Wednesday,1405664,240429288,Assault,Simple Assault,Battery,04TH ST \ KING ST,Southern,Mission Bay,37.77633286,-122.3940353
7/18/24,6:00,2024,Thursday,1407791,240447860,Assault,Simple Assault,Battery,24TH ST \ CYPRESS ST,Mission,Mission,37.75233841,-122.4168243
7/19/24,19:41,2024,Friday,1408317,240452041,Assault,Simple Assault,Battery,JONES ST \ POST ST,Central,Tenderloin,37.78766251,-122.413353
8/18/24,15:40,2024,Sunday,1416110,240517667,Assault,Simple Assault,Battery,09TH AVE \ IRVING ST,Taraval,Inner Sunset,37.76403809,-122.4663086
9/2/24,17:40,2024,Monday,1420865,240554324,Assault,Simple Assault,Battery,LARKIN ST \ PINE ST,Central,Nob Hill,37.78982925,-122.4188461
8/24/24,12:45,2024,Saturday,1418011,240530932,Assault,Simple Assault,Battery,16TH ST \ WIESE ST,Mission,Mission,37.7650032,-122.4204788
9/6/24,0:06,2024,Friday,1421634,240560070,Assault,Simple Assault,Battery,GENEVA AVE \ SANTOS ST,Ingleside,,37.70831299,-122.4200821
9/12/24,22:40,2024,Thursday,1423655,240575665,Assault,Simple Assault,Battery,20TH ST \ FLORIDA ST,Mission,Mission,37.75913239,-122.410759
9/15/24,15:13,2024,Sunday,1424267,240580830,Assault,Simple Assault,Battery,03RD ST \ DAVIDSON AVE,Bayview,Bayview Hunters Point,37.74352646,-122.3876266
7/25/24,16:22,2024,Thursday,1413100,240464466,Assault,Simple Assault,Battery,18TH ST \ CHURCH ST,Mission,Castro/Upper Market,37.76128769,-122.4283524
8/13/24,17:30,2024,Tuesday,1414773,240507395,Assault,Simple Assault,Battery,EDDY ST \ TAYLOR ST,Tenderloin,Tenderloin,37.78414154,-122.4109497
8/8/24,14:36,2024,Thursday,1413704,240495609,Assault,Simple Assault,Battery,MARKET ST \ ROSE ST,Southern,Hayes Valley,37.77377319,-122.4210892
8/20/24,17:59,2024,Tuesday,1416882,240522638,Assault,Simple Assault,Battery,PIERCE ST \ SUTTER ST,Northern,Japantown,37.78566742,-122.436554
8/17/24,0:20,2024,Saturday,1415591,240514851,Assault,Simple Assault,Battery,UNION ST \ WEBSTER ST,Northern,Marina,37.79729843,-122.4338455
10/24/24,17:59,2024,Thursday,1435009,240670102,Assault,Simple Assault,Battery,GODEUS ST \ MISSION ST,Ingleside,Bernal Heights,37.74282074,-122.4216766
9/27/24,19:29,2024,Friday,1427696,240609452,Assault,Simple Assault,Battery,MASON ST \ OFARRELL ST,Tenderloin,Tenderloin,37.78620148,-122.4096832
10/9/24,7:55,2024,Wednesday,1430722,240634998,Assault,Simple Assault,Battery,16TH ST \ WIESE ST,Mission,Mission,37.7650032,-122.4204788
9/29/24,1:38,2024,Sunday,1427918,240611855,Assault,Simple Assault,Battery,19TH ST \ FOLSOM ST,Mission,Mission,37.76049805,-122.4148407
11/13/24,13:00,2024,Wednesday,1440041,240710877,Assault,Simple Assault,Battery,OFARRELL ST \ SCOTT ST,Northern,Western Addition,37.78266144,-122.4376297
10/5/24,6:30,2024,Saturday,1430337,240631950,Assault,Simple Assault,Battery,OCTAVIA ST \ PINE ST,Northern,Pacific Heights,37.78878784,-122.427063
9/20/24,19:00,2024,Friday,1425656,240592841,Assault,Simple Assault,Battery,EDDY ST \ WAGNER ALY,Tenderloin,Tenderloin,37.78384399,-122.4132843
9/22/24,11:53,2024,Sunday,1426084,240596360,Assault,Simple Assault,Battery,BRONTE ST \ TOMPKINS AVE,Ingleside,Bernal Heights,37.7368927,-122.4103775
10/14/24,20:25,2024,Monday,1432146,240647866,Assault,Simple Assault,Battery,GOUGH ST \ MARKET ST,Southern,Hayes Valley,37.77290726,-122.4221878
10/28/24,16:30,2024,Monday,1435900,240678015,Assault,Simple Assault,Battery,MARKET ST \ RESERVOIR ST,Mission,Castro/Upper Market,37.76877213,-122.4274597
10/5/24,4:30,2024,Saturday,1429592,240626280,Assault,Simple Assault,Battery,GEARY ST \ POLK ST,Northern,Tenderloin,37.78589249,-122.4197388
11/18/24,11:45,2024,Monday,1441025,240719540,Assault,Simple Assault,Battery,PINE ST \ WEBSTER ST,Northern,Pacific Heights,37.78815842,-122.4320068
12/2/24,23:15,2024,Monday,1444465,240746935,Assault,Simple Assault,Battery,ELLIS ST \ LEAVENWORTH ST,Tenderloin,Tenderloin,37.78465652,-122.4144287
11/18/24,9:00,2024,Monday,1441222,240720898,Assault,Simple Assault,Battery,BRADY ST \ COLTON ST,Southern,Mission,37.77287292,-122.4204025
11/24/24,22:08,2024,Sunday,1442715,240732025,Assault,Simple Assault,Battery,FULTON ST \ MASONIC AVE,Park,Lone Mountain/USF,37.77580261,-122.4464722
12/3/24,11:00,2024,Tuesday,1444594,240747648,Assault,Simple Assault,Battery,LAGUNA ST \ MARINA BLVD,Northern,Marina,37.80519867,-122.4320908
10/31/24,18:18,2024,Thursday,1436793,240684664,Assault,Simple Assault,Battery,04TH ST \ TOWNSEND ST,Southern,South of Market,37.77708817,-122.3949814
11/14/24,14:03,2024,Thursday,1440226,240712566,Assault,Simple Assault,Battery,LARKIN ST \ OFARRELL ST,Tenderloin,Tenderloin,37.78516769,-122.4179001
12/9/24,15:53,2024,Monday,1446149,240760662,Assault,Simple Assault,Battery,BROADWAY \ STOCKTON ST,Central,Chinatown,37.7976265,-122.4086151
12/6/24,20:13,2024,Friday,1446151,240760797,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",11TH ST \ MARKET ST,Tenderloin,South of Market,37.77555847,-122.4186554
12/9/24,16:16,2024,Monday,1446152,240760753,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",EDDY ST \ POWELL ST,Central,Tenderloin,37.78469849,-122.4076996
12/7/24,2:20,2024,Saturday,1446156,240760628,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",CUSHMAN ST \ SACRAMENTO ST,Central,Nob Hill,37.79264832,-122.4119034
12/9/24,15:45,2024,Monday,1446158,240760731,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",BANCROFT AVE \ KEITH ST,Bayview,Bayview Hunters Point,37.72560501,-122.3927917
11/5/24,2:00,2024,Tuesday,1446159,240759950,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Forcible Entry",ELLIS ST \ LEAVENWORTH ST,Tenderloin,Tenderloin,37.78465652,-122.4144287
12/9/24,13:50,2024,Monday,1446160,240760468,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",OPHIR ALY \ POST ST,Central,Nob Hill,37.78774261,-122.412735
12/9/24,16:45,2024,Monday,1446161,240760838,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",LANE ST \ VAN DYKE AVE,Bayview,Bayview Hunters Point,37.72916031,-122.3924179
12/9/24,17:03,2024,Monday,1446163,240760844,Assault,Simple Assault,Battery,BUSH ST \ GOUGH ST,Northern,Western Addition,37.78807068,-122.4252396
12/5/24,18:30,2024,Thursday,1446166,240760850,Assault,Simple Assault,Battery,MARIPOSA ST \ VERMONT ST,Southern,Potrero Hill,37.76338196,-122.4043732
12/9/24,17:40,2024,Monday,1446167,240760913,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",15TH ST \ SHARON ST,Mission,Castro/Upper Market,37.76606369,-122.429924
12/13/24,16:30,2024,Friday,1447297,240769971,Burglary,Burglary - Residential,"Burglary, Residence, Unlawful Entry",LISBON ST \ RUSSIA AVE,Ingleside,Excelsior,37.72044373,-122.4347839
12/13/24,11:00,2024,Friday,1447299,240770053,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",GEARY BLVD \ GEARY ST \ VAN NESS AVE,Northern,Western Addition,37.78568649,-122.4213943
12/13/24,18:00,2024,Friday,1447301,240770081,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",MINNA ST \ NEW MONTGOMERY ST,Southern,Financial District/South Beach,37.78701019,-122.3999786
12/13/24,22:30,2024,Friday,1447303,240770025,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",GEARY ST \ TAYLOR ST,Central,Tenderloin,37.78694153,-122.4115143
12/13/24,23:36,2024,Friday,1447304,240770100,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",CHURCH ST \ MARKET ST,Mission,Castro/Upper Market,37.76750565,-122.4289474
12/13/24,23:41,2024,Friday,1447306,240770075,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",JONES ST \ OFARRELL ST,Tenderloin,Tenderloin,37.78578949,-122.4129715
12/13/24,23:41,2024,Friday,1447306,240770075,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",JONES ST \ OFARRELL ST,Tenderloin,Tenderloin,37.78578949,-122.4129715
12/13/24,17:18,2024,Friday,1447311,240593338,Assault,Aggravated Assault,"Assault, Att. Homicide, W/ Gun",16TH ST \ WIESE ST,Mission,Mission,37.7650032,-122.4204788
12/13/24,17:18,2024,Friday,1447311,240593338,Assault,Aggravated Assault,"Firearm, Discharging in Grossly Negligent Manner",16TH ST \ WIESE ST,Mission,Mission,37.7650032,-122.4204788
12/14/24,0:30,2024,Saturday,1447312,240770213,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",04TH ST \ MINNA ST,Southern,Financial District/South Beach,37.78404617,-122.4037094
12/19/24,2:01,2024,Thursday,1448485,240780080,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",ELLIS ST \ JONES ST,Tenderloin,Tenderloin,37.78486633,-122.4127808
12/19/24,2:29,2024,Thursday,1448492,240780109,Assault,Simple Assault,Battery,16TH ST \ MARKET ST \ NOE ST,Mission,Castro/Upper Market,37.76419449,-122.433075
12/19/24,3:22,2024,Thursday,1448494,240780137,Burglary,Burglary - Other,"Burglary, Non-residential, Att. Forcible",17TH ST \ GUERRERO ST,Mission,Mission,37.76316833,-122.4239578
12/19/24,3:22,2024,Thursday,1448494,240780137,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",17TH ST \ GUERRERO ST,Mission,Mission,37.76316833,-122.4239578
12/18/24,17:13,2024,Wednesday,1448496,240780121,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",CAMPUS WAY \ OWENS ST,Southern,Mission Bay,37.76760101,-122.3938065
12/19/24,4:25,2024,Thursday,1448497,240780143,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",GIRARD ST \ OLMSTEAD ST,Bayview,Portola,37.72257233,-122.4026031
12/19/24,0:40,2024,Thursday,1448498,240780159,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",07TH ST \ NATOMA ST,Southern,South of Market,37.77841568,-122.409935
12/10/24,15:00,2024,Tuesday,1448500,246161498,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",46TH AVE \ LINCOLN WAY,Taraval,Sunset/Parkside,37.76416779,-122.5061951
11/25/24,4:05,2024,Monday,1448501,246161379,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",ELM ST \ GOUGH ST,Northern,Western Addition,37.78107834,-122.4238281
12/16/24,20:30,2024,Monday,1448502,246161385,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",FILLMORE ST \ GREEN ST,Northern,Marina,37.79615784,-122.4353027
12/18/24,11:10,2024,Wednesday,1448504,246161846,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",UNNAMED 083 \ UNNAMED 088,Taraval,Lakeshore,37.71708298,-122.473793
12/5/24,17:00,2024,Thursday,1446170,240760800,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",FRANKLIN ST \ SUTTER ST,Northern,Western Addition,37.78733826,-122.4234009
12/9/24,17:15,2024,Monday,1446172,240760866,Assault,Simple Assault,Battery,17TH ST \ CASTRO ST \ MARKET ST,Mission,Castro/Upper Market,37.76267242,-122.4351883
12/6/24,22:00,2024,Friday,1446173,240761030,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",19TH ST \ YORK ST,Mission,Mission,37.76054382,-122.4090347
12/9/24,18:45,2024,Monday,1446178,240761137,Assault,Simple Assault,Battery,DAVIS CT \ DAVIS ST \ JACKSON ST,Central,Financial District/South Beach,37.79709244,-122.3983307
12/5/24,21:00,2024,Thursday,1446179,240754712,Larceny Theft,Larceny - Auto Parts,"Theft, Vehicle Strip, >$950",28TH AVE \ LAKE ST,Richmond,Seacliff,37.78520584,-122.488327
12/9/24,18:00,2024,Monday,1446181,240761096,Assault,Simple Assault,Battery,ARGUELLO BLVD \ GOLDEN GATE AVE,Richmond,Lone Mountain/USF,37.77619171,-122.4585037
12/9/24,16:05,2024,Monday,1446182,240670679,Assault,Aggravated Assault,"Assault, Aggravated, W/ Knife",16TH ST \ FLORIDA ST,Mission,Mission,37.76554871,-122.4114532
12/9/24,19:15,2024,Monday,1446183,240761143,Malicious Mischief,Other,"Phone Calls, Harassing",FILLMORE ST \ HAIGHT ST,Northern,Hayes Valley,37.77210999,-122.4304352
12/9/24,18:36,2024,Monday,1446186,240760979,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",15TH ST \ SHARON ST,Mission,Castro/Upper Market,37.76606369,-122.429924
12/9/24,18:41,2024,Monday,1446187,240761046,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",15TH ST \ SHARON ST,Mission,Castro/Upper Market,37.76606369,-122.429924
12/9/24,19:05,2024,Monday,1446188,240761115,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",15TH ST \ SHARON ST,Mission,Castro/Upper Market,37.76606369,-122.429924
12/4/24,9:36,2024,Wednesday,1446190,240736566,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",CASTRO ST \ JERSEY ST,Mission,Noe Valley,37.75049591,-122.4340057
12/4/24,9:36,2024,Wednesday,1446190,240736566,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",CASTRO ST \ JERSEY ST,Mission,Noe Valley,37.75049591,-122.4340057
